iter	Logloss
356	0.1418813198
357	0.1416608747
358	0.1414698558
359	0.1413979557
360	0.1412278468
361	0.1409865584
362	0.140735136
363	0.140566288
364	0.140258407
365	0.1401734728
366	0.139982732
367	0.1397153521
368	0.1395177225
369	0.1392453769
370	0.1389773123
371	0.1388034467
372	0.1385398683
373	0.1382995546
374	0.1381358635
375	0.1380981451
376	0.1378139808
377	0.1376815129
378	0.137518202
379	0.1373237663
380	0.1371174719
381	0.1370000514
382	0.1367610939
383	0.1365167109
384	0.1364642371
385	0.1363257988
386	0.1360691485
387	0.1359409654
388	0.1356446402
389	0.1354163046
390	0.1352477618
391	0.1350710432
392	0.1349325437
393	0.1347174057
394	0.1345233363
395	0.1342883844
396	0.1339819622
397	0.1337554276
398	0.1335311194
399	0.1333381806
400	0.133076476
401	0.1328985064
402	0.1327082466
403	0.1325490809
404	0.1323655161
405	0.1322990928
406	0.1321493512
407	0.1319432263
408	0.1316913994
409	0.1316452554
410	0.1313816212
411	0.1311576974
412	0.1311336476
413	0.1310004968
414	0.1307896585
415	0.1305323649
416	0.130454141
417	0.1303438514
418	0.1303282225
419	0.1301220582
420	0.1299857401
421	0.1298001317
422	0.1297487975
423	0.1294981466
424	0.129316648
425	0.1291722588
426	0.1290374693
427	0.1288063483
428	0.1285824492
429	0.1284147358
430	0.1282893305
431	0.1281073648
432	0.1279288779
433	0.1277174875
434	0.127502296
435	0.1273520974
436	0.1273344581
437	0.1271833475
438	0.1270333619
439	0.1268180992
440	0.1266385594
441	0.1265419783
442	0.1263788079
443	0.1263046526
444	0.126089993
445	0.125936492
446	0.1257302824
447	0.1256658721
448	0.1254389814
449	0.1252759172
450	0.1251312454
451	0.12498251
452	0.1248067481
453	0.1246010113
454	0.1245050323
455	0.1243777629
456	0.1242374756
457	0.1240078226
458	0.1238252551
459	0.1236495155
460	0.1234274781
461	0.1231914838
462	0.1231511316
463	0.1229816148
464	0.1228039836
465	0.122633698
466	0.1224269935
467	0.1222862809
468	0.1221074804
469	0.1220340358
470	0.1218725083
471	0.12168748
472	0.1214173562
473	0.1211907393
474	0.1210153195
475	0.1209065743
476	0.120772337
477	0.1206361496
478	0.1204214133
479	0.1202973866
480	0.1201243433
481	0.120060322
482	0.1199219802
483	0.119855196
484	0.1196362798
485	0.1194384387
486	0.1193669999
487	0.1192862488
488	0.1191691016
489	0.1190585908
490	0.118865025
491	0.1186402522
492	0.1184647594
493	0.118303355
494	0.1182030436
495	0.1180840022
496	0.1179528038
497	0.1179441763
498	0.1177764158
499	0.1176293276
500	0.1174652011
501	0.117362173
502	0.1171465491
503	0.1170798741
504	0.1170619552
505	0.1169958282
506	0.1169433908
507	0.1168691614
508	0.116787112
509	0.1166209355
510	0.1165834272
511	0.1164928284
512	0.1163206737
513	0.116167717
514	0.1161605564
515	0.1160307702
516	0.1160185693
517	0.1158756392
518	0.1157457393
519	0.1155497972
520	0.1153462689
521	0.115121836
522	0.1151116722
523	0.11510504
524	0.1149547341
525	0.1148646439
526	0.1147727645
527	0.1146133717
528	0.1146074896
529	0.1144062539
530	0.1142753846
531	0.1142653423
532	0.1142076998
533	0.1141143651
534	0.1139810406
535	0.1139583705
536	0.1138574461
537	0.1138462955
538	0.1138085226
539	0.1138027533
540	0.1136771391
541	0.1135433148
542	0.1133545652
543	0.1132162423
544	0.1130255815
545	0.1128315342
546	0.1126774857
547	0.1125155515
548	0.1125105815
549	0.1124435464
550	0.1122718016
551	0.1121221635
552	0.112056621
553	0.1119261726
554	0.1117308583
555	0.1116059887
556	0.1114855437
557	0.1114150141
558	0.1113190697
559	0.1111797349
560	0.1110756827
561	0.1109472514
562	0.1107790948
563	0.1106626871
564	0.1104943097
565	0.1104351485
566	0.1102630812
567	0.1101739055
568	0.1100529431
569	0.10993919
570	0.1098361157
571	0.1097224308
572	0.1096329835
573	0.1095217092
574	0.1093904301
575	0.1092244169
576	0.1091823187
577	0.1090836437
578	0.1089614542
579	0.1088716556
580	0.1086757511
581	0.108634611
582	0.1085777206
583	0.1085416702
584	0.1084065146
585	0.1083473265
586	0.1082280003
587	0.108099539
588	0.107970199
589	0.107946741
590	0.1078602628
591	0.1077775161
592	0.1076713752
593	0.1076466174
594	0.1075799857
595	0.1073470579
596	0.1072054327
597	0.107093571
598	0.106856541
599	0.1068521175
600	0.1067731736
601	0.1066120073
602	0.1064727356
603	0.1064299944
604	0.1063405481
605	0.1063133004
606	0.1061419484
607	0.1060674378
608	0.1058864745
609	0.1057064412
610	0.1056310801
611	0.1056053928
612	0.1055830259
613	0.1054377862
614	0.105289538
615	0.1051050432
616	0.104960424
617	0.1048049534
618	0.1047464839
619	0.1047196733
620	0.1045926554
621	0.1044844343
622	0.1043540297
623	0.1042058532
624	0.1040951746
625	0.1040317541
626	0.1039633405
627	0.1039189407
628	0.1038660719
629	0.1037342684
630	0.1035958066
631	0.1034967773
632	0.1033170937
633	0.1031931792
634	0.1031354193
635	0.1029839444
636	0.1028789566
637	0.102748248
638	0.102651041
639	0.1025065485
640	0.1024178847
641	0.1022742941
642	0.1021689047
643	0.1020365851
644	0.1018904155
645	0.1017426183
646	0.101632243
647	0.1015309275
648	0.1014190011
649	0.101356283
650	0.1012614701
651	0.1011497988
652	0.101062143
653	0.101041729
654	0.100946893
655	0.1008458397
656	0.1008259719
657	0.1007685627
658	0.1006065298
659	0.1005669742
660	0.1004956246
661	0.1003769238
662	0.1002038821
663	0.100102609
664	0.09992315352
665	0.09979562011
666	0.09966322108
667	0.09956756937
668	0.09947640956
669	0.0994195296
670	0.09929355042
671	0.0991984318
672	0.09917429202
673	0.0991556431
674	0.0990288033
675	0.09895158642
676	0.09887117663
677	0.09875085736
678	0.09866417004
679	0.09853543358
680	0.09843036688
681	0.09826720573
682	0.09822818511
683	0.09817154092
684	0.09802806243
685	0.09786607964
686	0.09775326448
687	0.09768375181
688	0.09759854002
689	0.09754184693
690	0.09742648994
691	0.09734478932
692	0.09728270531
693	0.09716802147
694	0.09708124298
695	0.09698302864
696	0.09683633024
697	0.09674915215
698	0.09664493629
699	0.09662177012
700	0.09651975581
701	0.09645224533
702	0.09635810515
703	0.09622947577
704	0.09607981044
705	0.09601179883
706	0.0959675153
707	0.09585638465
708	0.09570784429
709	0.09560004001
710	0.0955488039
711	0.09548705929
712	0.09544004708
713	0.09542217484
714	0.09524119961
715	0.09516820439
716	0.09513817517
717	0.09507488367
718	0.09498189813
719	0.09488249716
720	0.09476213697
721	0.09466174335
722	0.0945616533
723	0.09446468434
724	0.09441714708
725	0.09433918329
726	0.09426391001
727	0.09419583057
728	0.09412030164
729	0.09396997562
730	0.09390774576
731	0.09385534899
732	0.09375943964
733	0.09372777143
734	0.09367565753
735	0.09362357489
736	0.09355705861
737	0.09354208405
738	0.09343013791
739	0.09338792752
740	0.09327229103
741	0.09313289751
742	0.09297595276
743	0.09288282712
744	0.09284394303
745	0.09280255077
746	0.09278748161
747	0.09277287272
748	0.09266274919
749	0.09258502675
750	0.0924874041
751	0.09240289474
752	0.09232149985
753	0.09219508872
754	0.09208134235
755	0.09193820145
756	0.09184804607
757	0.09179191169
758	0.0916937798
759	0.09166988157
760	0.09164781194
761	0.09152090809
762	0.09150028301
763	0.09143761612
764	0.0913306963
765	0.09125524679
766	0.09118171163
767	0.09115977628
768	0.09104868965
769	0.09104496488
770	0.09103161755
771	0.09092141932
772	0.09085430705
773	0.09084136848
774	0.09081899502
775	0.09074772384
776	0.09065407791
777	0.09055047126
778	0.0904792343
779	0.09040461931
780	0.0903183849
781	0.0902204959
782	0.09012925397
783	0.09011644426
784	0.0900451833
785	0.08993843227
786	0.08991446764
787	0.08979125794
788	0.08967292044
789	0.08955000868
790	0.08949573971
791	0.08941146708
792	0.08931589866
793	0.08931283993
794	0.08922178121
795	0.08910752151
796	0.08901974362
797	0.08897006242
798	0.08886564002
799	0.08886065365
800	0.08878102434
801	0.08868375156
802	0.08854190942
803	0.0885339581
804	0.08847239345
805	0.08837342701
806	0.0883279562
807	0.08828209501
808	0.0882347767
809	0.08814788837
810	0.08800025566
811	0.08798739293
812	0.08788767571
813	0.08785276873
814	0.08778332242
815	0.08774670634
816	0.0876405543
817	0.08751902958
818	0.0874874971
819	0.08741643447
820	0.08734608895
821	0.08721299123
822	0.0871151232
823	0.08702899901
824	0.08692727312
825	0.08691643162
826	0.08688974092
827	0.08679563142
828	0.08672210817
829	0.08663856898
830	0.08658582832
831	0.08652872922
832	0.08638972429
833	0.08632504156
834	0.08623440782
835	0.08614529679
836	0.08608076702
837	0.08604786411
838	0.08603765333
839	0.08594006078
840	0.08580179253
841	0.08566697163
842	0.08564202959
843	0.0855307786
844	0.0854637128
845	0.08538857832
846	0.08531363199
847	0.08531288967
848	0.0852181631
849	0.085066509
850	0.08495858788
851	0.08489077785
852	0.08488829857
853	0.08479765115
854	0.08470200894
855	0.08463532087
856	0.08455635433
857	0.08442320764
858	0.08431298172
859	0.08428725441
860	0.08414739108
861	0.08412890302
862	0.08408175341
863	0.08407455118
864	0.08406264303
865	0.08403525023
866	0.08393584828
867	0.08379420846
868	0.08372501015
869	0.08359013616
870	0.08349549307
871	0.08342068246
872	0.08330097777
873	0.08321529594
874	0.08319158717
875	0.08312014212
876	0.08309577509
877	0.08298389185
878	0.08293382411
879	0.082890807
880	0.08283153517
881	0.08274203858
882	0.08269900871
883	0.08260995584
884	0.0825452757
885	0.08252221088
886	0.08243406502
887	0.08240360475
888	0.0823128703
889	0.0822092728
890	0.08219831195
891	0.08208930749
892	0.08199040736
893	0.08190031012
894	0.08178039111
895	0.08175618515
896	0.08171024891
897	0.08165347546
898	0.08155717232
899	0.08152241147
900	0.08147276344
901	0.08141396344
902	0.08131511692
903	0.08128188373
904	0.08118244291
905	0.08115276584
906	0.08107439657
907	0.08101081682
908	0.08092605045
909	0.08087404104
910	0.08081294714
911	0.08077456766
912	0.08065469524
913	0.08054844837
914	0.08050908354
915	0.08043947149
916	0.0803566972
917	0.08027447164
918	0.08011913114
919	0.08010425796
920	0.08002947646
921	0.07992224816
922	0.07986355033
923	0.07985443893
924	0.07981231712
925	0.07973666354
926	0.07968526309
927	0.07967648413
928	0.07963818781
929	0.07956443228
930	0.07954202475
931	0.07949402725
932	0.07941593346
933	0.07933582684
934	0.07925047918
935	0.07922919629
936	0.07914122638
937	0.0790707053
938	0.07901519346
939	0.07897432769
940	0.07892401511
941	0.07881418015
942	0.07870466022
943	0.07863911072
944	0.07852171313
945	0.07848299482
946	0.07843477578
947	0.07836541274
948	0.07832814371
949	0.07825911027
950	0.07813804995
951	0.07813492076
952	0.07803940108
953	0.07803619534
954	0.07802059666
955	0.07796333555
956	0.07793304924
957	0.07785241607
958	0.07777790197
959	0.07772147583
960	0.07766927535
961	0.07758208518
962	0.07756027946
963	0.07743636708
964	0.07737438202
965	0.07728395294
966	0.07722036199
967	0.077174249
968	0.07711360883
969	0.07696706386
970	0.07695372486
971	0.07688828584
972	0.0768527236
973	0.07684598187
974	0.0768023615
975	0.07676313528
976	0.07674907943
977	0.07665071906
978	0.0766341264
979	0.07659934089
980	0.07649206685
981	0.07643025447
982	0.07632963026
983	0.07626267468
984	0.0762387575
985	0.07621352169
986	0.07615403907
987	0.07608939289
988	0.07600136349
989	0.07596641392
990	0.07590516743
991	0.07585045349
992	0.07583626971
993	0.07578662588
994	0.07575210882
995	0.07567236008
996	0.0756186111
997	0.07546998572
998	0.0753521469
999	0.07528235129
