SKU ID,Date,Online_Clicks,Online_Cost,Online_Impressions
SKU1041,2/26/2022,1263,5426.50777,135682
SKU1046,06-04-22,1200,5067.303722,150801
SKU1011,4/17/2021,1516,4724.886782,254584
SKU1046,4/24/2021,927,2635.191906,135472
SKU1016,06-05-21,1499,4121.318639,180986
SKU1028,7/31/2021,1274,3416.101737,137933
SKU1034,08-07-21,1206,2446.730507,145557
SKU1056,9/24/2022,1604,3803.370109,205570
SKU1015,10-08-22,1622,3776.587497,200119
SKU1037,04-03-21,1802,5297.863748,233380
SKU1017,08-07-21,1526,5081.939039,193996
SKU1053,8/21/2021,1158,3763.47369,177636
SKU1035,4/23/2022,1031,3289.574998,153075
SKU1044,5/28/2022,1013,3120.233932,136564
SKU1019,02-05-22,1004,3126.152612,135422
SKU1026,10/29/2022,1255,4038.394899,191732
SKU1020,5/22/2021,1224,4441.767817,183535
SKU1025,7/16/2022,1093,3723.670737,157424
SKU1040,12/24/2022,1070,2942.873343,144036
SKU1042,12/31/2022,1119,4637.096567,181710
SKU1033,1/30/2021,963,3370.017145,168367
SKU1031,2/20/2021,1271,5597.461417,229697
SKU1032,4/17/2021,1872,9098.725892,349400
SKU1011,9/25/2021,1746,9326.00024,335242
SKU1026,5/14/2022,1943,10965.72921,427637
SKU1054,08-06-22,1270,7844.444511,278640
SKU1053,2/27/2021,1076,6654.02216,236794
SKU1047,11/27/2021,701,2897.272927,110477
SKU1017,1/22/2022,1553,8624.110854,342048
SKU1034,3/19/2022,1263,5108.882998,244425
SKU1034,04-09-22,1055,3915.138006,198475
SKU1029,6/18/2022,1085,3846.711865,163673
SKU1011,8/20/2022,1196,5381.670151,197970
SKU1033,10/22/2022,1120,4208.449861,172631
SKU1026,2/13/2021,1041,3050.460483,182528
SKU1019,4/24/2021,884,2962.591089,159105
SKU1029,10/30/2021,654,2072.109965,111141
SKU1027,12-11-21,519,1649.193914,70644
SKU1043,11-12-22,504,1374.340246,67511
SKU1045,2/20/2021,553,1973.455286,87473
SKU1032,04-03-21,539,2473.197274,94066
SKU1050,6/26/2021,743,2758.686626,141913
SKU1024,12-04-21,1788,8532.070675,415912
SKU1023,02-05-22,890,4130.790016,206349
SKU1011,03-12-22,1389,7581.372595,351198
SKU1029,01-09-21,945,6351.26487,205062
SKU1055,5/22/2021,643,3384.918398,122469
SKU1022,1/15/2022,1412,8186.416913,273079
SKU1023,3/26/2022,1253,6082.068633,220677
SKU1020,1/16/2021,1060,6088.398368,206954
SKU1037,1/30/2021,707,3375.746904,131641
SKU1055,03-06-21,690,1525.531007,67628
SKU1017,3/13/2021,889,2788.540061,92143
SKU1025,4/24/2021,1020,3965.360755,111430
SKU1034,01-08-22,725,2934.427422,119378
SKU1043,05-07-22,891,2686.868439,170456
SKU1048,06-11-22,693,2014.981548,87928
SKU1029,07-09-22,1032,2739.673317,115396
SKU1014,10/29/2022,652,1632.959689,63674
SKU1048,7/23/2022,1195,5199.03973,142007
SKU1055,09-03-22,1717,8626.871239,268537
SKU1028,1/23/2021,1317,6138.605199,230373
SKU1018,02-06-21,1029,5518.375788,202076
SKU1033,11-05-22,1300,5530.959258,242747
SKU1058,10-02-21,1031,4466.726886,204636
SKU1053,10/22/2022,789,4103.328462,208755
SKU1020,04-02-22,824,3359.381572,199394
SKU1042,10-01-22,616,2218.799286,129956
SKU1047,5/22/2021,509,1650.548317,80222
SKU1056,12-03-22,479,1614.228884,73181
SKU1055,4/17/2021,465,1388.790062,69079
SKU1041,05-01-21,603,1909.257455,90331
SKU1056,12/25/2021,842,3213.68147,145488
SKU1038,06-05-21,419,990.0136165,49979
SKU1051,05-07-22,1138,4893.649244,259512
SKU1037,9/17/2022,630,2729.903198,122846
SKU1040,2/13/2021,645,3503.77683,107299
SKU1050,07-10-21,417,1543.649726,50026
SKU1053,01-01-22,1102,6030.127758,191933
SKU1025,12/31/2022,1124,5049.919701,180524
SKU1056,4/17/2021,1047,5374.870931,187961
SKU1024,11/27/2021,782,3025.859319,128375
SKU1045,2/19/2022,530,1213.448767,72536
SKU1026,03-06-21,604,1430.487655,85566
SKU1042,9/25/2021,651,1911.387198,90075
SKU1057,10-02-21,690,1673.55248,88181
SKU1037,4/16/2022,502,1717.420228,88194
SKU1039,4/30/2022,551,1441.560573,92774
SKU1011,05-01-21,609,1573.600193,97821
SKU1031,6/19/2021,472,1310.260774,75521
SKU1017,11/27/2021,449,1149.78697,69176
SKU1044,08-06-22,419,1186.456327,81340
SKU1021,10-08-22,435,1297.143245,75841
SKU1012,11-05-22,453,1513.400979,83707
SKU1039,1/16/2021,411,1507.27665,75581
SKU1036,03-06-21,435,1788.447369,69987
SKU1017,7/17/2021,455,1923.792625,80390
SKU1017,10/30/2021,424,984.7311731,65080
SKU1013,2/19/2022,395,960.239548,50005
SKU1016,03-12-22,751,1642.17175,104171
SKU1049,12/18/2021,1680,2908.694638,274644
SKU1020,7/23/2022,1496,2726.072538,289369
SKU1029,2/27/2021,1495,3308.312701,314999
SKU1011,6/26/2021,1715,3970.611715,382105
SKU1032,8/27/2022,1765,3924.645621,471008
SKU1057,02-06-21,1700,3466.427158,500586
SKU1035,6/26/2021,1607,3730.265423,412994
SKU1026,7/17/2021,1386,3877.177967,245474
SKU1016,09-04-21,1342,3716.340465,197795
SKU1039,09-11-21,1424,4049.88949,276722
SKU1020,9/18/2021,1694,5132.607545,293929
SKU1013,9/25/2021,1795,5125.481421,323857
SKU1017,11/13/2021,1793,5143.931336,300436
SKU1030,2/27/2021,1894,5081.727448,362438
SKU1019,05-01-21,1719,4440.958177,323818
SKU1048,6/26/2021,927,2488.4606,167829
SKU1020,01-01-22,993,4289.293242,176199
SKU1044,1/15/2022,902,2874.591003,145388
SKU1044,7/23/2022,695,2213.015988,112231
SKU1040,08-06-22,740,3197.266975,122094
SKU1011,12/24/2022,962,4765.75024,152246
SKU1030,01-09-21,729,4321.199256,97621
SKU1031,1/16/2021,831,5060.00626,123243
SKU1027,1/30/2021,874,6070.256688,146751
SKU1035,10/30/2021,525,2376.158271,65794
SKU1043,11/27/2021,545,2344.342355,71411
SKU1011,3/19/2022,563,1402.54576,53113
SKU1049,8/27/2022,586,1303.440389,56880
SKU1016,1/15/2022,964,2826.280413,121771
SKU1056,02-05-22,941,2803.739911,142952
SKU1044,10/15/2022,1299,5444.269949,184077
SKU1028,12-10-22,1054,3579.768943,166342
SKU1017,12/24/2022,1124,3974.267456,206861
SKU1024,2/20/2021,1704,5186.340392,358231
SKU1021,05-01-21,1053,3093.84847,183111
SKU1036,06-11-22,1917,5250.28264,274038
SKU1021,8/27/2022,1804,4667.259778,251129
SKU1033,12-04-21,1777,3787.752452,232420
SKU1048,02-05-22,1665,3912.907101,206553
SKU1025,04-09-22,1600,4379.665606,200921
SKU1036,8/13/2022,989,3531.284997,160997
SKU1025,5/15/2021,845,2745.910603,117644
SKU1037,10/23/2021,746,2389.875191,93070
SKU1045,10/30/2021,1033,3256.708755,138550
SKU1057,02-05-22,1112,4400.484156,171046
SKU1051,5/21/2022,986,3309.128358,137230
SKU1042,10-02-21,964,3914.033076,138827
SKU1018,11-06-21,948,2993.821631,146428
SKU1048,03-05-22,1156,4674.720318,187524
SKU1034,08-06-22,1722,7278.344426,292233
SKU1026,11/26/2022,1888,10367.42983,347424
SKU1036,1/30/2021,2461,14766.99735,552170
SKU1019,03-06-21,1406,9490.828362,309525
SKU1026,6/19/2021,680,2523.041021,102405
SKU1026,8/21/2021,1113,4231.384056,140120
SKU1036,9/24/2022,956,2534.187846,118841
SKU1039,12-10-22,1013,2613.998725,53058
SKU1028,08-07-21,843,2549.925916,50465
SKU1030,10-09-21,853,2076.120128,50442
SKU1037,11/13/2021,524,920.7450953,50131
SKU1035,12/18/2021,425,981.6156536,50047
SKU1045,01-08-22,1354,5062.673469,268970
SKU1043,1/22/2022,686,1734.106631,108160
SKU1047,12/24/2022,1158,4325.462734,244546
SKU1023,5/29/2021,493,1002.746193,52545
SKU1057,11/13/2021,635,1484.092112,72160
SKU1014,2/19/2022,431,1037.101136,50047
SKU1021,12/24/2022,1332,5713.851117,226628
SKU1058,01-09-21,1228,6983.272836,245873
SKU1025,06-12-21,863,2798.736821,154208
SKU1051,1/22/2022,892,4123.437072,114174
SKU1055,02-05-22,648,2635.331323,82992
SKU1034,3/26/2022,509,2723.282179,81328
SKU1046,4/30/2022,1036,2907.006837,153332
SKU1036,7/23/2022,574,1750.938266,75668
SKU1039,9/24/2022,929,4700.87257,103555
SKU1016,11/26/2022,1012,5876.176729,159930
SKU1042,09-11-21,853,5307.762749,162051
SKU1025,4/16/2022,843,3295.347263,119980
SKU1016,8/27/2022,844,3067.558105,110674
SKU1034,02-05-22,717,2247.783391,93520
SKU1018,12-03-22,410,1091.824874,50021
SKU1048,5/22/2021,439,1073.165932,50030
SKU1048,09-11-21,445,1120.851019,53775
SKU1046,1/29/2022,948,2279.388655,163196
SKU1052,07-09-22,629,2118.470276,101064
SKU1031,5/15/2021,733,2045.907494,103104
SKU1049,4/30/2022,705,1963.500775,104413
SKU1025,6/18/2022,704,2128.724438,104273
SKU1032,10/15/2022,772,2464.646372,114467
SKU1056,2/20/2021,617,2134.536351,85829
SKU1031,04-10-21,618,2482.757725,97918
SKU1020,6/19/2021,562,2119.818314,87044
SKU1048,12-11-21,748,2785.887565,117713
SKU1042,07-09-22,719,2630.431458,115914
SKU1031,7/23/2022,770,3004.033704,118459
SKU1056,8/13/2022,905,2126.198881,136732
SKU1014,11/26/2022,992,2789.000676,142477
SKU1053,2/13/2021,969,3125.428828,138368
SKU1015,11-05-22,1443,5530.571113,221975
SKU1023,05-01-21,835,3694.274137,147459
SKU1026,06-12-21,704,2571.001468,110940
SKU1014,7/17/2021,495,1685.720103,61088
SKU1017,9/18/2021,701,2453.877036,90156
SKU1021,12-11-21,865,2914.92791,153285
SKU1049,9/17/2022,926,2410.929624,153196
SKU1045,3/27/2021,828,2542.172078,127045
SKU1048,5/15/2021,779,2306.439039,115338
SKU1038,3/26/2022,806,2475.64156,130840
SKU1011,01-02-21,746,2428.403738,134417
SKU1050,09-04-21,663,2051.598713,135325
SKU1034,10-01-22,581,1835.121267,125877
SKU1017,3/27/2021,615,1861.482885,127528
SKU1029,05-08-21,630,2104.304291,131231
SKU1041,8/28/2021,677,2290.373719,143211
SKU1023,12-03-22,633,2437.423084,108763
SKU1051,4/24/2021,630,2337.722501,119228
SKU1024,6/26/2021,652,2139.665988,123104
SKU1036,7/24/2021,535,1913.644519,89763
SKU1020,09-04-21,564,2278.756939,100906
SKU1022,9/25/2021,651,4470.771683,100140
SKU1053,10/16/2021,465,4111.156724,82126
SKU1053,04-02-22,893,1678.014997,123904
SKU1019,01-02-21,2220,3456.284293,353658
SKU1039,4/24/2021,2072,3410.067233,368904
SKU1044,5/29/2021,1994,3759.857184,400094
SKU1028,3/27/2021,2144,4320.540341,434189
SKU1041,6/26/2021,2172,4319.262063,422429
SKU1045,09-11-21,2229,4434.844671,510597
SKU1029,10-02-21,2227,4131.120084,558860
SKU1029,12/18/2021,2100,3686.13762,574992
SKU1051,01-01-22,2074,4186.468229,533315
SKU1047,7/23/2022,1777,4176.210633,350644
SKU1046,10/29/2022,1777,4217.187715,304928
SKU1013,11-12-22,1782,4425.679941,380596
SKU1039,06-12-21,2036,4878.862251,313037
SKU1025,07-03-21,2106,4843.133839,311426
SKU1012,2/19/2022,2024,4612.957039,325490
SKU1030,05-07-22,1843,3999.035418,290078
SKU1032,02-06-21,789,1952.125751,113600
SKU1057,05-08-21,638,1865.123093,119278
SKU1054,5/15/2021,881,2294.119057,145516
SKU1014,6/26/2021,907,2285.121287,143213
SKU1023,8/21/2021,975,2539.241418,157832
SKU1056,2/26/2022,1067,2655.108203,166998
SKU1030,3/27/2021,1044,3127.214565,170094
SKU1049,06-12-21,693,2255.128935,107669
SKU1051,10/30/2021,737,2160.666418,109293
SKU1024,04-09-22,829,3375.32149,126500
SKU1024,7/30/2022,1168,4390.025211,176018
SKU1051,2/20/2021,1066,2753.834502,121210
SKU1037,02-05-22,1307,4801.396278,179187
SKU1042,2/26/2022,1716,6952.775062,227916
SKU1046,4/23/2022,1265,5275.863798,148831
SKU1013,7/30/2022,1053,5168.930551,153100
SKU1014,8/21/2021,935,2961.831524,105037
SKU1024,11-06-21,1730,5414.979554,192554
SKU1042,12/18/2021,1874,5510.365062,253434
SKU1025,5/14/2022,2051,4707.088246,319268
SKU1047,10-01-22,1848,4271.00446,262732
SKU1032,10/22/2022,2199,5274.610139,264273
SKU1025,11/19/2022,2002,5204.36841,264132
SKU1048,12/17/2022,1936,5377.079177,252646
SKU1018,08-06-22,1736,5677.778315,241162
SKU1030,5/21/2022,1068,3563.8821,199227
SKU1038,12/24/2022,1001,3115.397335,173270
SKU1038,4/17/2021,1045,3309.950395,172446
SKU1029,4/24/2021,971,3179.953229,164350
SKU1052,12/18/2021,1317,4323.002209,217982
SKU1024,07-03-21,1194,4740.330806,190930
SKU1023,04-02-22,1152,3879.621239,186783
SKU1011,4/30/2022,1251,4872.308705,206989
SKU1042,5/28/2022,995,3577.55213,160058
SKU1012,09-04-21,1236,4723.491159,197170
SKU1053,08-06-22,1647,9043.186296,256546
SKU1015,12-10-22,1563,8892.865371,293531
SKU1045,12/24/2022,1045,3467.65031,149202
SKU1050,3/13/2021,551,2734.283325,82024
SKU1030,06-04-22,458,1016.071302,54570
SKU1052,1/30/2021,406,971.3374123,50002
SKU1056,07-03-21,471,1511.561186,87634
SKU1023,03-12-22,424,961.4640195,50028
SKU1032,05-01-21,914,2586.555558,160541
SKU1054,07-10-21,1913,9963.003251,438699
SKU1026,1/29/2022,1108,5786.402011,238020
SKU1048,2/19/2022,1002,4334.623411,204422
SKU1041,2/27/2021,811,3690.244577,140962
SKU1011,7/24/2021,1002,2486.585298,161548
SKU1040,8/21/2021,1089,3978.546167,154779
SKU1043,1/29/2022,1064,5128.993818,166817
SKU1053,03-12-22,748,1681.929778,78080
SKU1050,5/21/2022,440,1630.505734,66389
SKU1015,09-11-21,617,2624.241804,99949
SKU1041,1/15/2022,836,1968.186741,88912
SKU1052,03-12-22,803,2105.482045,102604
SKU1050,4/16/2022,751,2173.584737,94682
SKU1054,07-02-22,402,1001.144461,49983
SKU1053,11/26/2022,590,1528.32048,98354
SKU1038,05-01-21,673,2482.520353,106957
SKU1031,10/30/2021,720,2693.152666,107381
SKU1032,05-07-22,639,1752.255405,89650
SKU1028,9/24/2022,843,3396.288865,103860
SKU1032,8/28/2021,1124,3399.877301,147579
SKU1053,11-05-22,785,2198.167265,103076
SKU1027,11/26/2022,1201,3272.948587,125028
SKU1041,12/24/2022,1276,3153.829885,143087
SKU1035,2/13/2021,1492,4260.512251,164068
SKU1049,2/19/2022,939,2709.323528,116963
SKU1012,10/29/2022,854,2781.574036,83507
SKU1029,9/25/2021,870,2821.643139,103980
SKU1037,12-11-21,766,2484.967727,96092
SKU1046,8/13/2022,946,3127.235007,119262
SKU1013,8/28/2021,901,3542.206506,104301
SKU1056,1/29/2022,749,2654.133275,101739
SKU1015,3/26/2022,910,3379.875196,135513
SKU1052,07-02-22,1310,5348.222142,189034
SKU1018,11/19/2022,1261,4605.229332,192234
SKU1034,03-06-21,1176,4657.077877,216788
SKU1012,5/29/2021,1050,5752.945963,175513
SKU1052,07-03-21,823,4699.735279,131062
SKU1055,08-06-22,823,2428.332436,115087
SKU1024,1/30/2021,1142,3731.556887,155066
SKU1025,2/13/2021,1249,5073.094182,170930
SKU1057,07-03-21,1228,4192.865336,146575
SKU1030,09-11-21,1164,3172.269038,136203
SKU1054,01-09-21,991,3242.752338,132516
SKU1020,05-01-21,498,1386.629881,63676
SKU1037,01-01-22,529,1332.381892,68759
SKU1041,4/30/2022,500,1245.140546,63990
SKU1056,5/21/2022,463,1406.470236,65564
SKU1020,08-07-21,497,1895.440467,91383
SKU1050,7/23/2022,1209,5655.957542,310926
SKU1021,10/29/2022,908,4902.840749,214342
SKU1044,12-10-22,902,5129.109977,217626
SKU1042,04-02-22,798,4305.549606,153402
SKU1023,07-02-22,1054,5525.007306,167626
SKU1052,11/26/2022,984,4853.420063,157258
SKU1030,12/17/2022,884,4784.716416,157424
SKU1025,12/24/2022,959,4346.158903,176072
SKU1049,09-04-21,612,2328.458725,119615
SKU1047,01-01-22,398,1006.312406,50015
SKU1046,2/26/2022,387,1007.816544,67222
SKU1018,04-02-22,395,2904.830008,85614
SKU1040,7/16/2022,639,2810.397089,100465
SKU1034,8/13/2022,828,3173.447886,130082
SKU1018,10-01-22,861,3559.263884,135085
SKU1017,3/20/2021,409,944.003677,50005
SKU1049,7/24/2021,591,1756.398264,148038
SKU1049,01-01-22,936,2905.541594,116308
SKU1027,1/22/2022,978,2915.602264,117081
SKU1051,04-03-21,1083,3067.227455,196551
SKU1046,03-05-22,1105,3164.463575,176475
SKU1049,3/19/2022,1215,3223.105345,170228
SKU1047,12-10-22,1249,3216.315069,193812
SKU1054,12/17/2022,1116,2989.408527,170033
SKU1033,8/14/2021,472,1761.721512,50071
SKU1014,10/23/2021,521,1204.589119,96692
SKU1030,07-09-22,684,1896.107034,117679
SKU1023,08-06-22,792,2129.781039,137017
SKU1044,8/27/2022,771,2031.185495,129372
SKU1038,1/23/2021,653,1607.297679,95410
SKU1040,9/18/2021,615,2220.808086,105894
SKU1038,12/18/2021,746,3434.527251,131510
SKU1040,10/15/2022,779,3554.309888,121030
SKU1033,10/29/2022,783,3717.79569,118113
SKU1023,10/30/2021,1124,2903.119622,194998
SKU1031,01-01-22,1339,5486.163261,226220
SKU1040,1/22/2022,1250,5276.730172,203868
SKU1036,10/29/2022,960,3205.620126,150838
SKU1023,12/24/2022,1374,6340.469963,196324
SKU1050,04-10-21,688,2528.506959,81065
SKU1055,11/20/2021,776,3358.520956,118307
SKU1028,02-05-22,1276,4430.545344,237419
SKU1029,2/26/2022,910,2879.480262,134448
SKU1057,10/29/2022,1461,4562.592325,189675
SKU1038,11/19/2022,1540,4610.044501,298161
SKU1029,09-04-21,1704,4650.663392,362235
SKU1016,10-09-21,1570,4402.706294,321164
SKU1020,09-10-22,1247,3931.722672,182207
SKU1039,10/22/2022,1392,4187.445143,205460
SKU1058,5/22/2021,1608,5032.167926,246734
SKU1014,01-08-22,1251,3803.523322,216310
SKU1032,06-04-22,1134,3655.992492,207671
SKU1024,09-10-22,982,3300.568205,149005
SKU1023,12/17/2022,1059,3490.588539,173977
SKU1043,2/20/2021,972,3292.435623,175911
SKU1013,9/18/2021,1254,4185.474167,232277
SKU1018,3/26/2022,1180,4810.082704,213886
SKU1012,10/22/2022,1109,4897.418386,201585
SKU1046,3/13/2021,1017,5108.177648,200294
SKU1048,4/24/2021,1278,6431.684682,267833
SKU1054,6/26/2021,1931,11065.82858,404132
SKU1048,01-08-22,1833,9831.583872,422854
SKU1014,5/14/2022,1925,10724.50683,521633
SKU1011,10/15/2022,1384,9848.479163,289969
SKU1047,10/23/2021,1290,8850.47737,245232
SKU1030,5/14/2022,1104,4660.87604,143063
SKU1052,6/18/2022,1236,4444.924505,162628
SKU1011,8/27/2022,1445,4688.547402,175593
SKU1016,01-09-21,1527,6524.525171,199395
SKU1052,11/27/2021,1245,3775.484527,135763
SKU1023,01-01-22,1192,4203.889136,144765
SKU1014,2/26/2022,777,2446.41973,104906
SKU1015,7/16/2022,500,1382.880421,57842
SKU1020,8/20/2022,525,1549.816933,66484
SKU1056,10-08-22,549,1541.925668,70716
SKU1024,11-12-22,677,2129.826943,91395
SKU1030,11-05-22,896,4768.024096,137912
SKU1014,2/13/2021,1329,7161.001829,229659
SKU1045,4/17/2021,1184,5614.225384,197868
SKU1054,9/18/2021,972,6035.690895,194448
SKU1027,02-12-22,616,1811.80364,123532
SKU1042,4/30/2022,541,1118.088486,116108
SKU1015,06-04-22,469,1092.964654,106650
SKU1041,1/30/2021,545,1427.335227,109797
SKU1022,06-05-21,606,1428.191569,116858
SKU1053,07-10-21,469,1882.840852,81389
SKU1058,7/31/2021,639,2487.660646,113894
SKU1024,03-12-22,745,6124.725957,210627
SKU1040,5/29/2021,509,1668.350534,70530
SKU1051,10/16/2021,567,1491.721527,97267
SKU1023,12/18/2021,577,1143.806715,108529
SKU1013,02-12-22,484,1204.745526,107274
SKU1044,8/20/2022,730,2873.957967,156353
SKU1043,11/19/2022,539,1660.14537,96910
SKU1024,2/27/2021,419,1073.209743,56020
SKU1036,3/13/2021,440,1112.068577,62407
SKU1055,7/24/2021,572,2130.116749,85700
SKU1026,02-05-22,802,3961.583268,131233
SKU1023,9/17/2022,676,2392.489672,161590
SKU1024,1/16/2021,393,1003.752085,80953
SKU1032,1/23/2021,410,963.9948487,49985
SKU1026,1/30/2021,553,1191.680741,90167
SKU1025,02-05-22,1040,2028.177868,266530
SKU1024,8/13/2022,1119,2425.065917,282672
SKU1043,01-02-21,1089,2348.173034,323738
SKU1049,5/22/2021,910,2357.606209,300031
SKU1055,10/30/2021,886,2255.878593,366351
SKU1036,03-12-22,1086,2411.848932,498608
SKU1058,3/19/2022,916,1995.667985,397502
SKU1035,07-02-22,1520,3336.260897,363378
SKU1023,10/29/2022,1471,3433.398759,323929
SKU1023,01-09-21,1569,3856.319322,380198
SKU1044,1/23/2021,1750,4487.536271,369895
SKU1032,8/21/2021,1970,4736.309255,376137
SKU1054,12/31/2022,1943,4439.755646,363714
SKU1036,02-06-21,2140,4654.262661,430219
SKU1054,5/22/2021,1809,3826.55076,348667
SKU1053,1/15/2022,647,1370.7319,105651
SKU1052,02-12-22,780,2048.232156,103552
SKU1013,5/14/2022,594,2033.825495,95809
SKU1039,11-12-22,755,2237.718202,106762
SKU1013,5/22/2021,1200,3516.122471,152655
SKU1020,10/30/2021,1412,3953.028325,231143
SKU1056,3/26/2022,1767,4140.08723,296572
SKU1056,12-10-22,1215,3208.978172,216660
SKU1042,9/18/2021,697,2021.923421,106142
SKU1012,07-02-22,675,1929.839985,101373
SKU1055,8/20/2022,881,3412.877266,153113
SKU1028,6/19/2021,757,2842.73213,136077
SKU1016,3/19/2022,901,3591.04931,183180
SKU1030,01-02-21,1352,5877.9769,285053
SKU1028,7/17/2021,1634,11449.95129,478245
SKU1022,02-12-22,1146,8648.307508,275913
SKU1029,8/20/2022,499,1758.141155,77888
SKU1038,09-03-22,690,3749.633498,150760
SKU1055,05-01-21,849,3925.378103,112449
SKU1016,07-03-21,847,2797.228761,94349
SKU1033,12-11-21,961,1937.643176,111607
SKU1040,04-09-22,2001,3513.314642,220593
SKU1047,9/24/2022,1950,3203.465633,150605
SKU1028,10-09-21,713,1752.609088,102699
SKU1023,12-04-21,402,972.3593531,50027
SKU1023,5/21/2022,922,2722.094176,117152
SKU1014,11-12-22,940,3798.403786,86815
SKU1052,2/13/2021,1346,2974.191317,78115
SKU1054,3/20/2021,1235,2688.184872,84270
SKU1045,06-12-21,1330,3793.724608,95693
SKU1014,07-03-21,1237,4992.922509,166671
SKU1044,7/31/2021,825,4964.563712,132330
SKU1053,3/19/2022,464,1014.100865,50048
SKU1019,06-11-22,449,1023.882473,50055
SKU1036,9/18/2021,509,981.1534266,75075
SKU1050,10-09-21,652,1657.043999,144576
SKU1035,01-08-22,747,2072.152081,98503
SKU1036,1/22/2022,946,3019.349834,139509
SKU1038,03-05-22,1158,4107.443512,192148
SKU1044,04-02-22,1053,4136.784973,193290
SKU1022,5/21/2022,753,2403.953733,127110
SKU1048,11-12-22,574,1646.466334,93458
SKU1047,4/24/2021,599,1600.243262,90513
SKU1012,6/26/2021,567,1418.637877,82316
SKU1046,12-11-21,401,1006.726251,49990
SKU1049,10/22/2022,711,2241.699378,147418
SKU1014,06-05-21,1256,7523.590793,358951
SKU1024,12-11-21,401,1002.586955,50018
SKU1044,4/16/2022,398,985.3045765,50007
SKU1029,10-08-22,410,1041.40551,50002
SKU1046,12-03-22,403,976.9536278,49988
SKU1022,5/15/2021,837,2752.904151,50431
SKU1036,06-05-21,518,2215.834953,70305
SKU1050,12-11-21,921,2447.431917,151872
SKU1018,2/19/2022,880,2222.189841,137794
SKU1027,8/27/2022,841,2154.996963,135099
SKU1033,10-01-22,893,2274.032205,139456
SKU1016,12-03-22,1174,3492.95706,193878
SKU1022,12-10-22,872,2775.018082,138163
SKU1033,4/24/2021,643,2933.56245,111511
SKU1028,07-03-21,787,4159.929437,143611
SKU1036,03-05-22,794,3471.143331,124634
SKU1022,10-08-22,1048,3981.327766,172941
SKU1027,04-10-21,1075,4368.52147,178292
SKU1030,5/22/2021,1171,4130.159254,185507
SKU1052,8/27/2022,749,2184.472532,125443
SKU1051,10-01-22,732,2681.164478,138436
SKU1028,12/24/2022,423,1861.487178,91813
SKU1041,12/31/2022,520,3263.527119,100694
SKU1036,01-09-21,683,2245.906827,131647
SKU1031,1/23/2021,455,1032.876044,93230
SKU1021,08-07-21,651,982.4356761,135955
SKU1012,8/14/2021,410,1031.436142,100380
SKU1042,4/23/2022,606,1518.379923,89648
SKU1043,5/21/2022,959,1754.420747,132436
SKU1034,8/27/2022,1064,2690.138238,145212
SKU1053,10/29/2022,1066,2228.784932,174565
SKU1024,4/17/2021,1068,2049.800897,191519
SKU1019,07-03-21,967,2799.250946,191749
SKU1044,12-11-21,912,2667.861641,157543
SKU1029,2/19/2022,973,2610.559741,164102
SKU1028,4/16/2022,843,1921.507628,156535
SKU1022,8/20/2022,821,1240.784841,171137
SKU1030,10/29/2022,845,1593.080836,174539
SKU1056,11/26/2022,644,2479.59449,140322
SKU1024,12-03-22,604,2942.318818,141495
SKU1033,08-07-21,766,3467.554877,170438
SKU1030,10/22/2022,864,4858.609881,218483
SKU1013,12-03-22,947,3344.719491,264781
SKU1056,12/17/2022,1009,3801.397344,296192
SKU1012,1/23/2021,660,3222.445891,133932
SKU1021,11/13/2021,1351,5029.287057,204022
SKU1015,01-01-22,1800,6708.499859,263759
SKU1020,06-11-22,1829,8660.504479,304134
SKU1054,01-01-22,1756,6039.078324,279721
SKU1018,02-05-22,1524,5798.233946,271921
SKU1052,7/16/2022,907,2945.787542,164517
SKU1045,9/24/2022,547,1627.270648,69818
SKU1055,10/29/2022,606,1636.775274,76972
SKU1032,01-09-21,565,1420.454225,74041
SKU1019,5/29/2021,613,1883.886521,89313
SKU1013,10-09-21,480,1500.4012,62244
SKU1036,12/24/2022,782,3749.873415,213970
SKU1051,07-10-21,636,2553.775966,123779
SKU1034,8/21/2021,734,3146.164198,154070
SKU1019,10-09-21,713,1763.462727,199678
SKU1029,04-02-22,653,1958.671334,197419
SKU1031,12/17/2022,518,1976.286229,192665
SKU1011,7/17/2021,561,2127.573199,157288
SKU1044,03-06-21,680,1930.981076,239646
SKU1027,04-03-21,612,1975.25406,141498
SKU1042,05-07-22,1128,4230.82437,207488
SKU1042,5/14/2022,981,3792.043569,169148
SKU1032,1/22/2022,811,3434.55383,150665
SKU1028,07-10-21,392,957.5029495,152819
SKU1013,09-11-21,397,940.6060636,121681
SKU1050,10-02-21,1157,5679.981276,292164
SKU1031,1/29/2022,517,2591.922786,185818
SKU1035,08-06-22,741,5061.490021,230089
SKU1034,12-03-22,986,6069.526671,295443
SKU1047,03-06-21,745,2107.895725,102960
SKU1053,11/20/2021,661,1655.77547,87863
SKU1023,1/15/2022,579,1863.009218,74978
SKU1042,5/21/2022,1090,4983.7029,202425
SKU1049,10/15/2022,842,3236.532565,172422
SKU1016,11/19/2022,629,2162.362257,119049
SKU1058,11/26/2022,757,2525.151929,140180
SKU1023,03-06-21,1097,4268.675717,263621
SKU1014,04-03-21,715,2577.228991,174630
SKU1035,9/25/2021,1246,5903.735273,312853
SKU1024,04-02-22,862,3959.927383,213368
SKU1047,10/22/2022,667,2664.232248,97942
SKU1024,12/24/2022,569,2180.914741,86516
SKU1043,3/20/2021,788,3298.365498,166757
