Page_traffic,Unit_price,Title_Count,Description_Length,Image_Count,month,1_Star_Rating,5_Star_Rating,2_Star_Rating,3_Star_Rating,Organic Search Rank,4_Star_Rating,online_cost_per_impression,num_unique_Search_Terms,average_rating,total_cost,total_clicks,num_unique_campaigns,Online_Impressions,Segment_Makeup,Online_Cost,Online_Clicks,video_cost_per_impression,Units_sold>1000
3874.0,17.82898773,125,221,8,12,10.0,494,12.0,25,9.0,74,0.011052266599845095,4.0,4.7,970.3447984,455.0,2,87795,False,970.3447984,455.0,0.0,1
5527.0,23.4857997,124,221,9,4,127.0,3174,93.0,225,12.0,485,0.01435931492605755,4.0,4.6,42749.406082,4347.0,4,174459,True,2505.126082,868.0,0.01043443224601899,1
5771.0,29.74154589,152,186,10,1,16.0,721,9.0,40,26.0,96,0.007189581751875125,8.0,4.7,2399.242516,1825.0,2,333710,True,2399.242516,1825.0,0.0,1
4450.0,15.0,110,116,8,9,52.0,1541,47.0,105,29.0,222,0.0,0.0,4.6,118307.34,10801.0,0,0,False,0.0,0.0,0.011841985070015021,1
3635.0,8.117723157,83,61,10,1,29.0,779,15.0,53,31.0,120,0.0,5.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2232.0,23.97954711,118,209,8,5,36.0,830,25.0,64,3.0,124,0.0,4.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
4681.0,18.21866522,163,158,0,8,148.0,3733,108.0,285,43.0,566,0.0,4.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
1493.0,14.11252269,92,61,14,7,72.0,1334,48.0,92,14.0,218,0.0,2.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
5012.0,13.39234973,126,221,9,5,0.0,0,0.0,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3020.0,15.18819504,77,99,0,8,53.0,1794,30.0,94,24.0,230,0.0,4.0,4.7,0.0,0.0,0,0,False,0.0,0.0,0.0,1
4480.0,18.38290993,110,116,8,6,52.0,1541,47.0,105,45.0,222,0.0,0.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3484.0,17.9075,110,116,8,11,52.0,1541,47.0,105,8.0,222,0.0,0.0,4.6,61559.15,5379.0,0,0,False,0.0,0.0,0.009999826186456125,1
3764.0,25.28748068,70,148,11,3,87.0,2625,58.0,172,21.0,390,0.017583587159229072,5.0,4.6,44047.803322,4730.0,4,216310,False,3803.523322,1251.0,0.01043443224601899,1
2719.0,23.57331731,84,63,9,3,28.0,1243,20.0,59,25.0,173,0.010369266192759807,2.0,4.7,41772.989807,4126.0,2,147426,False,1528.709807,647.0,0.01043443224601899,0
4810.0,15.98052384,125,221,8,9,0.0,494,12.0,25,27.0,74,0.0,1.0,4.7,111171.56,10579.0,0,0,False,0.0,0.0,0.012052667150486772,1
6511.0,15.7148133,83,61,10,11,86.0,2026,60.0,146,23.0,298,0.01824827319746727,6.0,4.6,6089.649497,1346.0,5,333710,True,6089.649497,1346.0,0.0,1
2150.0,13.82161235,80,89,0,2,75.0,2815,59.0,168,26.0,390,0.008059160300774955,6.0,4.7,62319.990362,5946.0,4,130329,True,1050.350362,385.0,0.009728074352329837,0
5323.0,11.01896733,114,209,7,10,0.0,0,0.0,0,36.0,0,0.0,2.0,0.0,96500.0,8049.0,0,0,True,0.0,0.0,0.013017499566308176,1
2848.0,18.40803815,126,221,12,3,133.0,3399,74.0,223,11.0,459,0.0,10.0,4.6,63978.2,5744.0,0,0,True,0.0,0.0,0.009701795595400388,1
4780.0,24.16218182,81,108,0,12,114.0,2901,89.0,220,3.0,462,0.022452653365202437,2.0,4.6,3851.415895,1002.0,4,171534,True,3851.415895,1002.0,0.0,1
3107.0,8.527404343,86,65,10,9,98.0,1646,49.0,136,25.0,249,0.0,3.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
4756.0,15.51682485,113,209,13,11,43.0,1515,29.0,76,12.0,205,0.0,1.0,4.7,111171.56,10309.0,0,0,True,0.0,0.0,0.012052667150486772,1
3324.0,24.27114625,126,221,7,5,87.0,2184,57.0,149,21.0,319,0.0,3.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
2342.0,15.1980198,113,209,12,7,19.0,442,13.0,34,23.0,68,0.0,1.0,4.6,77040.81,6375.0,0,0,True,0.0,0.0,0.010217988085505517,0
1525.0,10.93792256,85,59,1,4,164.0,3928,109.0,304,3.0,586,0.0,7.0,4.6,56344.76,4330.0,0,0,True,0.0,0.0,0.010541854962766111,1
3787.0,17.93309438,82,59,13,6,0.0,0,0.0,0,28.0,0,0.0,0.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3258.0,27.46359743,153,186,9,8,43.0,829,33.0,85,16.0,147,0.020455288686155947,3.0,4.5,104823.010495,10585.0,2,104022,True,2127.820495,705.0,0.012037634431919535,0
2322.0,27.50197628,82,105,0,2,40.0,967,32.0,84,15.0,165,0.022760411568995133,3.0,4.5,65894.123183,6912.0,4,203180,True,4624.483183,1351.0,0.009728074352329837,0
2344.0,11.4115975,119,209,11,4,71.0,1459,60.0,138,20.0,267,0.0,3.0,4.5,56344.76,4791.0,0,0,True,0.0,0.0,0.010541854962766111,1
2022.0,28.18952618,66,124,12,6,115.0,3248,91.0,246,11.0,489,0.029398480962130404,3.0,4.6,6274.899972,1157.0,2,213442,False,6274.899972,1157.0,0.0,0
3824.0,20.71872227,114,209,10,5,54.0,1256,35.0,72,13.0,171,0.023224830744432923,0.0,4.6,2262.168189,719.0,2,97402,True,2262.168189,719.0,0.0,1
461.0,20.90566038,122,209,13,11,15.0,426,0.0,0,42.0,70,0.0,2.0,4.7,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2183.0,22.16033755,79,100,0,3,45.0,995,31.0,79,3.0,149,0.01090356910816777,2.0,4.6,2469.658403,1062.0,2,226499,False,2469.658403,1062.0,0.0,0
1302.0,23.50153846,72,129,10,11,35.0,1036,25.0,73,3.0,161,0.0,0.0,4.6,111171.56,10309.0,0,0,False,0.0,0.0,0.012052667150486772,0
5599.0,25.11172566,87,57,4,7,0.0,0,0.0,0,24.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3274.0,15.52076503,92,61,14,1,83.0,1752,59.0,119,3.0,290,0.01767613501225537,4.0,4.5,41636.116547,3877.0,4,78740,True,1391.836547,658.0,0.01043443224601899,1
1956.0,11.80963046,126,149,9,12,185.5,5093,135.5,374,21.0,766,0.0,9.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3185.0,13.57764877,119,209,11,10,53.0,1091,51.0,111,28.0,210,0.0,0.0,4.5,96500.0,8049.0,0,0,True,0.0,0.0,0.013017499566308176,1
3920.0,20.19428091,141,123,16,4,61.0,1235,40.0,96,17.0,197,0.0,6.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
969.0,30.54079254,100,209,14,11,111.0,2292,69.0,161,3.0,346,0.02715790043270025,5.0,4.6,4111.027178,813.0,2,151374,False,4111.027178,813.0,0.0,0
3150.0,32.5487106,75,164,0,2,33.0,657,28.0,80,34.0,121,0.0077937139800605916,0.0,4.5,2600.848086,1405.0,2,333710,True,2600.848086,1405.0,0.0,0
1464.190872,19.96546961,82,105,0,6,25.0,521,21.0,54,7.0,91,0.0,0.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1090.0,38.004656739999994,79,100,0,3,185.0,4327,129.0,374,17.0,695,0.0,9.0,4.5,40244.28,3479.0,0,0,True,0.0,0.0,0.01043443224601899,0
2483.0,38.004656739999994,79,100,0,10,146.0,3477,107.0,298,16.0,558,0.039278424340784365,7.0,4.6,79388.402866,6928.0,2,59767,True,2347.592866,553.0,0.010217988085505517,0
5604.0,13.87159254,129,221,7,6,43.0,776,34.0,90,28.0,144,0.0,3.0,4.4,0.0,0.0,0,0,False,0.0,0.0,0.0,1
4276.0,25.06877729,82,59,13,9,0.0,0,0.0,0,49.0,0,0.02344584901275876,5.0,0.0,3188.283778,1026.0,4,135984,True,3188.283778,1026.0,0.0,0
2536.0,25.13243923,85,209,11,6,96.0,2256,77.0,181,24.0,376,0.05183594402613741,0.0,4.5,2760.626871,737.0,2,53256,True,2760.626871,737.0,0.0,1
4048.0,21.13049358,86,65,9,5,0.0,0,0.0,0,19.0,0,0.02336713678282937,0.0,0.0,2817.562619,627.0,2,120577,True,2817.562619,627.0,0.0,1
4796.0,21.36703483,90,67,13,10,0.0,0,0.0,0,12.0,0,0.0,1.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
2386.0,17.11848825,113,209,12,8,19.0,442,14.0,34,20.0,68,0.01692315248882944,0.0,4.6,80608.582854,7588.0,4,210821,True,3567.772854,1213.0,0.010217988085505517,0
2686.0,27.2675841,118,209,12,7,50.0,1629,38.0,110,13.0,230,0.0,7.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
4036.0,27.34916865,67,125,11,1,35.0,0,14.0,30,27.0,0,0.012643964610691664,1.0,1.9,59756.089008,5821.0,4,269798,True,3411.329008,1491.0,0.010541854962766111,1
4553.0,15.32064422,106,203,12,5,24.0,449,15.0,23,4.0,66,0.0,4.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3597.0,13.77842809,126,221,6,7,50.0,1690,29.0,115,17.0,216,0.0,3.0,4.7,77040.81,6375.0,0,0,True,0.0,0.0,0.010217988085505517,1
3034.0,21.93193717,88,59,4,9,117.0,2945,92.0,226,37.0,495,0.020471172079710144,1.0,4.6,2825.021747,798.0,4,137999,True,2825.021747,798.0,0.0,0
3021.0,20.9009901,86,65,9,4,0.0,0,0.0,0,19.0,0,0.011509879795506293,0.0,0.0,78380.38736,6774.0,2,116384,True,1339.57736,625.0,0.010217988085505517,1
802.0,8.087719298,166,158,0,4,23.0,1076,20.0,66,17.0,173,0.0,4.0,4.7,56344.76,4791.0,0,0,True,0.0,0.0,0.010541854962766111,0
1597.0,13.6737841,85,59,1,11,185.5,4270,122.0,358,8.0,663,0.0,7.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3598.0,27.27131783,89,62,5,5,38.0,757,27.0,56,39.0,127,0.01253081723939837,4.0,4.5,2879.281062,1207.0,2,229775,False,2879.281062,1207.0,0.0,1
516.0,24.28020833,118,209,8,7,37.0,1014,29.0,74,6.0,159,0.0,4.0,4.6,77040.81,6375.0,0,0,True,0.0,0.0,0.010217988085505517,0
3392.0,30.36441586,72,129,10,6,35.0,977,22.0,68,5.0,151,0.0,2.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
4876.0,15.16567342,126,221,9,3,0.0,0,0.0,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
5294.0,18.45523698,80,89,0,9,67.0,2612,51.0,153,10.0,356,0.0,6.0,4.7,118307.34,11303.0,0,0,True,0.0,0.0,0.011841985070015021,1
6550.0,24.23243802,85,123,7,6,43.0,523,26.0,49,17.0,100,0.0,6.0,4.4,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2922.0,22.8694517,117,209,9,6,90.0,2280,64.0,155,37.0,361,0.021973194642886135,4.0,4.6,5413.404125,949.0,4,246363,False,5413.404125,949.0,0.0,1
6016.0,16.70424319,86,62,8,3,82.0,2455,78.0,192,15.0,369,0.0,7.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3036.0,20.68571429,64,123,12,3,84.0,1974,65.0,149,14.0,306,0.0,4.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1913.0,19.86175115,151,157,10,8,131.0,2757,90.0,239,29.0,470,0.0,2.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,0
1042.0,12.75356577,167,158,0,5,14.0,533,9.0,0,36.0,74,0.0,0.0,4.8,0.0,0.0,0,0,False,0.0,0.0,0.0,1
1194.509059,33.70231729,162,158,0,3,39.0,1128,26.0,79,30.0,165,0.017062038245456705,8.0,4.6,78334.55611199999,6466.0,2,75825,False,1293.746112,442.0,0.010217988085505517,0
390.0,21.28395062,73,89,0,3,92.0,2113,68.0,166,23.0,330,0.0,7.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2850.0,32.55136541,78,98,0,12,180.0,4463,130.0,338,14.0,666,0.01821237977803218,7.0,4.6,2290.825978,566.0,4,125783,True,2290.825978,566.0,0.0,0
3121.0,20.02813456,126,221,12,4,133.0,3399,74.0,223,21.0,459,0.0,10.0,4.6,56344.76,4791.0,0,0,True,0.0,0.0,0.010541854962766111,1
3391.0,27.21847826,84,63,9,7,28.0,1243,20.0,59,22.0,173,0.0,0.0,4.7,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3364.0,18.86026201,67,125,11,5,12.0,0,0.0,0,13.0,0,0.011057301090928654,5.0,1.0,2877.518864,1211.0,2,260236,True,2877.518864,1211.0,0.0,0
4277.0,20.19692864,126,221,9,3,31.0,0,15.0,0,32.0,0,0.00975705977230641,0.0,1.3,1780.917092,843.0,2,182525,True,1780.917092,843.0,0.0,1
3601.0,18.00391389,127,221,7,9,0.0,0,0.0,0,24.0,0,0.0,0.0,0.0,130779.05,11557.0,0,0,True,0.0,0.0,0.011973061971253822,1
839.660243,25.36745407,154,186,9,4,0.0,0,0.0,0,13.0,0,0.0,4.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3364.0,18.86026201,81,56,5,5,0.0,0,0.0,0,28.0,0,0.011095287445627948,5.0,0.0,2887.481986,1208.0,2,260243,True,2887.481986,1208.0,0.0,0
3316.0,25.7402439,164,158,0,1,0.0,0,0.0,0,10.0,0,0.00496264264887882,6.0,0.0,1656.088441,821.0,2,333710,True,1656.088441,821.0,0.0,0
4677.0,17.73507463,113,209,13,7,48.0,862,45.0,97,8.0,172,0.0,2.0,4.4,0.0,0.0,0,0,False,0.0,0.0,0.0,1
755.0,15.61832061,81,107,0,8,28.0,199,19.0,43,32.0,60,0.0,7.0,4.1,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,0
4992.0,22.83174387,79,58,5,2,0.0,0,0.0,0,19.0,0,0.019086286982668142,0.0,0.0,63577.696625000004,6029.0,4,105758,True,2018.546625,650.0,0.009999826186456125,1
6196.0,15.22970297,167,57,0,8,90.0,705,53.0,119,23.0,159,0.03578204108117784,3.0,4.2,3198.34196,754.0,2,89383,True,3198.34196,754.0,0.0,1
1147.0,38.004656739999994,84,62,7,12,118.0,1901,67.0,168,3.0,306,0.0,6.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,0
4838.0,15.46818182,90,62,2,10,79.0,2499,49.0,149,13.0,345,0.0,1.0,4.6,102695.19,9522.0,0,0,False,0.0,0.0,0.012037634431919535,1
2378.0,21.17672791,70,127,11,1,0.0,0,0.0,0,32.0,0,0.01706312294891262,1.0,0.0,43031.165745,4504.0,4,163327,False,2786.885745,1025.0,0.01043443224601899,1
5006.0,16.51711491,129,221,7,8,73.0,1499,53.0,135,8.0,257,0.0,2.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,1
5640.0,25.27334235,95,123,16,1,97.0,2302,70.0,180,23.0,361,0.015163142044773002,0.0,4.6,43657.366806,4701.0,4,225090,True,3413.086806,1482.0,0.01043443224601899,1
266.0,22.00475436,110,209,9,9,75.0,1196,53.0,129,25.0,214,0.0,7.0,4.4,111171.56,10579.0,0,0,True,0.0,0.0,0.012052667150486772,0
1669.0,20.06157113,79,99,0,4,0.0,382,0.0,20,14.0,74,0.0,3.0,4.8,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2050.0,24.69141531,113,209,10,10,77.0,1184,52.0,136,6.0,213,0.0,0.0,4.4,77040.81,6375.0,0,0,True,0.0,0.0,0.010217988085505517,0
3638.0,24.01023891,87,60,7,6,69.0,1971,37.0,146,13.0,303,0.01972256809879921,6.0,4.6,5939.175267,1084.0,4,301135,True,5939.175267,1084.0,0.0,1
291.0,28.37623762,127,221,8,8,48.0,1504,46.0,126,3.0,248,0.0,1.0,4.6,70287.25,5812.0,0,0,True,0.0,0.0,0.009888423437479336,0
5041.0,16.93587091,151,186,10,10,109.0,2863,76.0,232,9.0,421,0.0,10.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3221.0,19.62237762,117,209,12,11,38.0,417,17.0,40,37.0,65,0.018827511035285127,5.0,4.4,113340.037411,11028.0,2,115175,False,2168.477411,719.0,0.012052667150486772,1
3568.0,14.48198198,131,209,12,12,0.0,0,0.0,0,15.0,0,0.01111433563309674,3.0,0.0,3358.8078,869.0,4,302204,True,3358.8078,869.0,0.0,1
1597.0,22.42729706,113,209,12,8,19.0,442,19.0,34,22.0,69,0.02032079340455774,0.0,4.5,3488.348679,906.0,4,171663,True,3488.348679,906.0,0.0,1
5747.0,18.93821138,106,203,12,5,50.0,1119,21.0,53,27.0,141,0.0,3.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3539.0,22.40367965,84,58,5,6,54.0,668,27.0,49,22.0,117,0.03580618274018192,5.0,4.4,5444.00783,1149.0,2,152040,False,5444.00783,1149.0,0.0,0
1360.0,8.165137615,126,205,8,6,135.0,3385,88.0,213,3.0,460,0.0,11.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
5592.0,24.89181067,124,221,9,5,132.0,3396,96.0,242,3.0,520,0.021742188395148316,3.0,4.6,3905.962403,887.0,4,179648,True,3905.962403,887.0,0.0,1
259.0,22.09756098,91,62,4,12,100.0,1679,61.0,158,3.0,296,0.0,5.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3562.0,20.18406889,127,221,7,9,61.0,1298,39.0,108,12.0,217,0.021424721042179972,3.0,4.5,5826.024393,1532.0,5,271929,True,5826.024393,1532.0,0.0,1
2494.0,14.71121352,160,158,0,1,71.0,1896,54.0,144,33.0,280,0.0,8.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
5544.0,20.61215304,81,108,0,8,72.0,1745,54.0,139,22.0,290,0.0,5.0,4.6,102695.19,9880.0,0,0,True,0.0,0.0,0.012037634431919535,1
4098.0,33.7981982,137,123,16,6,29.0,650,16.0,42,46.0,105,0.013973517024977278,3.0,4.6,1783.523819,610.0,4,127635,True,1783.523819,610.0,0.0,1
2529.0,18.30093677,64,123,12,5,90.0,2240,72.0,172,23.0,344,0.0,9.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3103.0,8.504567814,131,209,12,5,0.0,0,0.0,0,38.0,0,0.0,4.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
2406.0,23.08223912,117,209,9,5,85.0,2034,59.0,143,33.0,324,0.02255420759793597,5.0,4.6,4283.495107,838.0,4,189919,False,4283.495107,838.0,0.0,1
7324.5,18.67744108,113,209,13,8,43.0,1515,29.0,76,18.0,205,0.023080942025498267,4.0,4.7,6234.993355,1535.0,5,270135,True,6234.993355,1535.0,0.0,1
2218.0,19.17476852,82,105,0,9,30.0,653,24.0,64,7.0,115,0.010116466913801093,0.0,4.5,112110.3377802,11056.0,2,92796,True,938.7777802,477.0,0.012052667150486772,0
1689.0,22.83739837,86,65,12,5,33.0,1144,29.0,80,33.0,177,0.0,5.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3640.0,19.30880579,84,63,6,7,52.0,1199,33.0,102,11.0,194,0.0,9.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
5254.0,22.84555985,115,209,2,12,179.0,4827,124.0,367,19.0,739,0.021806127617007755,7.0,4.6,3705.864164,1056.0,2,169945,False,3705.864164,1056.0,0.0,1
5164.0,18.23631387,81,105,0,9,88.0,2843,65.0,187,27.0,403,0.0,7.0,4.6,130779.05,11557.0,0,0,True,0.0,0.0,0.011973061971253822,1
1780.0,22.95363215,84,58,5,10,43.0,668,27.0,49,11.0,117,0.0,8.0,4.5,83933.1,6491.0,0,0,False,0.0,0.0,0.010543214907326643,0
2617.0,16.92241379,125,221,7,8,50.0,1521,40.0,133,22.0,228,0.0,0.0,4.6,83014.05,7236.0,0,0,True,0.0,0.0,0.011130543061140185,1
5317.0,17.58712345,95,67,14,7,122.0,2525,90.0,248,13.0,437,0.022081654409842538,3.0,4.5,3970.082728,971.0,4,179790,True,3970.082728,971.0,0.0,1
3440.0,29.67110266,152,186,10,9,107.0,3382,84.0,226,25.0,506,0.022061786033075535,6.0,4.6,1443.414413,526.0,4,65425,True,1443.414413,526.0,0.0,1
6887.0,16.59399333,86,62,8,1,78.0,2229,72.0,184,31.0,340,0.0,5.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
607.0,17.78664193,70,148,11,1,32.0,1179,24.0,75,4.0,164,0.0,2.0,4.7,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2758.0,13.80649189,86,65,10,4,51.0,566,21.0,61,20.0,91,0.0,9.0,4.4,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3899.0,17.42991755,125,221,8,2,0.0,0,0.0,0,9.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3220.0,16.35794655,141,123,16,10,65.0,1638,50.0,125,18.0,248,0.0,0.0,4.6,102695.19,9522.0,0,0,True,0.0,0.0,0.012037634431919535,1
1643.0,23.675,125,221,7,3,50.0,1521,40.0,133,3.0,228,0.0,1.0,4.6,77040.81,6024.0,0,0,True,0.0,0.0,0.010217988085505517,0
1697.0,10.20126783,89,68,10,8,12.0,303,0.0,0,30.0,0,0.026219091150934997,7.0,4.8,79396.333149,7062.0,2,89839,False,2355.523149,687.0,0.010217988085505517,1
170.0,20.59606657,84,62,7,4,78.0,919,45.0,92,3.0,156,0.034438041417531255,3.0,4.4,59259.113693,5432.0,2,84625,False,2914.353693,641.0,0.010541854962766111,0
3847.0,12.46915167,172,158,9,7,46.0,1306,26.0,84,12.0,177,0.0,0.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2236.0,37.52368758,159,158,0,4,81.0,2070,53.0,138,3.0,279,0.0,0.0,4.6,56344.76,4791.0,0,0,True,0.0,0.0,0.010541854962766111,0
3187.0,16.32306163,84,63,6,1,78.0,2032,55.0,159,29.0,316,0.023695297581620315,7.0,4.6,42007.920999,4383.0,2,74429,False,1763.640999,904.0,0.01043443224601899,1
721.6442005,38.004656739999994,125,221,7,12,67.0,1714,40.0,173,9.0,273,0.0,2.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2143.0,10.77101968,81,105,0,2,88.0,2761,69.0,194,28.0,396,0.0210376197678251,7.0,4.6,62708.098566,5975.0,2,54613,True,1148.948566,596.0,0.009999826186456125,0
3930.0,35.25922953,154,186,9,11,35.0,0,21.0,46,10.0,83,0.016264006521494047,1.0,3.0,1875.418856,558.0,2,115310,True,1875.418856,558.0,0.0,1
3091.0,16.29769859,89,68,10,9,70.0,1532,45.0,115,24.0,246,0.02679895916778849,2.0,4.6,4200.442061,1204.0,4,156738,False,4200.442061,1204.0,0.0,1
2889.0,38.004656739999994,79,100,0,4,185.5,4661,135.5,374,29.0,744,0.0,7.0,4.6,56344.76,4791.0,0,0,True,0.0,0.0,0.010541854962766111,0
2154.0,25.76110563,72,129,10,5,35.0,977,22.0,68,3.0,151,0.027112548489746955,4.0,4.6,2666.817382,755.0,2,98360,False,2666.817382,755.0,0.0,1
2019.0,19.2745098,84,58,5,1,17.0,0,0.0,0,9.0,0,0.0,5.0,1.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3543.0,22.692,74,62,10,2,17.0,1133,22.0,71,19.0,149,0.0,6.0,4.7,0.0,0.0,0,0,False,0.0,0.0,0.0,0
4148.0,23.11145899,126,221,7,7,69.0,1833,51.0,138,22.0,273,0.0,1.0,4.6,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,1
1777.0,37.90562249,139,123,16,12,103.0,2829,74.0,200,9.0,402,0.024474279481870274,5.0,4.6,1524.772086,526.0,4,62300,True,1524.772086,526.0,0.0,0
2878.0,15.34301994,159,158,0,9,72.0,1361,55.0,134,3.0,231,0.0,3.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3683.0,22.64298561,161,158,0,9,56.0,2466,45.0,140,13.0,333,0.0,4.0,4.7,111171.56,10579.0,0,0,False,0.0,0.0,0.012052667150486772,1
4834.0,24.13934426,81,105,0,7,112.0,3236,75.0,209,18.0,463,0.02817235833143557,7.0,4.6,3587.552627,1025.0,4,127342,True,3587.552627,1025.0,0.0,1
3665.0,16.4197901,80,104,0,4,28.0,365,18.0,40,8.0,63,0.017144563078678034,2.0,4.4,42949.606331,4454.0,4,157794,True,2705.326331,975.0,0.01043443224601899,1
4323.0,13.44014085,139,201,16,11,60.0,2099,38.0,122,26.0,284,0.0,0.0,4.7,61559.15,5379.0,0,0,False,0.0,0.0,0.009999826186456125,1
2923.0,15.05853921,85,59,1,11,138.0,3293,91.0,248,3.0,473,0.0,4.0,4.6,61559.15,5379.0,0,0,True,0.0,0.0,0.009999826186456125,1
1263.0,18.97049592,126,205,8,12,156.0,4148,103.0,252,7.0,571,0.0,6.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
4168.0,12.23299453,84,58,7,7,0.0,0,8.0,19,26.0,0,0.034298217051363,0.0,2.7,4399.878178,965.0,2,128282,False,4399.878178,965.0,0.0,1
1846.0,23.06487148,85,62,3,7,34.0,692,21.0,64,4.0,96,0.0,1.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1202.0,8.344455348,92,59,6,8,0.0,483,0.0,27,6.0,61,0.0,2.0,4.8,83014.05,7236.0,0,0,False,0.0,0.0,0.011130543061140185,1
4598.0,29.38581315,89,62,5,4,38.0,757,27.0,56,18.0,127,0.012077141469714813,6.0,4.5,4030.274957,1842.0,2,333710,False,4030.274957,1842.0,0.0,1
2414.0,23.07157895,165,158,0,3,0.0,0,0.0,0,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
4157.0,22.63436693,127,221,9,5,103.0,2982,72.0,192,19.0,457,0.02727878814290216,4.0,4.6,3289.439947,808.0,2,120585,True,3289.439947,808.0,0.0,1
2216.0,19.13057671,126,221,10,5,23.0,1133,18.0,70,33.0,136,0.0,2.0,4.7,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1875.0,17.2519685,114,209,10,3,34.0,672,15.0,37,28.0,97,0.0,7.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1363.0,29.63248731,72,129,10,12,35.0,1036,25.0,73,5.0,161,0.0,2.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
1568.0,38.004656739999994,84,63,8,9,38.0,1247,25.0,80,24.0,172,0.0192059988236063,3.0,4.6,1469.35494,523.0,4,76504,True,1469.35494,523.0,0.0,0
3925.0,21.65633546,79,58,5,4,0.0,0,0.0,0,19.0,0,0.008890638749642176,0.0,0.0,2670.979037,1236.0,2,300425,True,2670.979037,1236.0,0.0,1
2965.0,16.09624198,79,58,5,10,0.0,0,0.0,0,19.0,0,0.0,0.0,0.0,102695.19,9522.0,0,0,True,0.0,0.0,0.012037634431919535,1
779.0,38.004656739999994,172,158,0,11,0.0,0,0.0,0,26.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
1925.0,15.38470948,119,209,11,5,39.0,858,38.0,83,27.0,154,0.0,7.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
4912.0,15.03364352,90,64,10,3,119.0,3332,75.0,224,21.0,516,0.0,5.0,4.6,40244.28,3479.0,0,0,False,0.0,0.0,0.01043443224601899,1
